"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","26","annotatedStepTest","Surefire suite","Thu Oct 16 20:34:25 GMT 2025","passed","Thu Oct 16 20:34:25 GMT 2025","com.example.testng.StepTest","Surefire test","com.example.testng.StepTest","annotatedStepTest"
"","3","lambdaStepTest","Surefire suite","Thu Oct 16 20:34:25 GMT 2025","passed","Thu Oct 16 20:34:25 GMT 2025","com.example.testng.StepTest","Surefire test","com.example.testng.StepTest","lambdaStepTest"
